timestamp,vehicle_id,X_vehicle_position,Y_vehicle_position,vehicle_speed,vehicle_acceleration,traffic_light_state,front_vehicle_id,lane_id,intersction_id,lanes_leading_1,lanes_leading_2,vehicle_length,Gap,vehicle_arrangement,lane_length,number_of_vehical_on_lane,number_of_places_available_in_lane,num_veh_neighbor_lane,num_veh_neighbor_lane_2,avg_speed_veh_neighbor_lane,avg_acceleration_veh_neighbor_lane,angle_movment,number_of_vehicles_moving_from_1,number_of_vehicles_moving_from_2,start_lane,end_lane
0,0,483.16999999999996,1.6,0.0,0.0,0,-1,-E16_0,2,-E29_0,E28_0,5.0,2.5,0,81.07,1,9.0,0,0,0.0,0.0,270.0,0,0,"(407.2, 1.6)","(488.27, 1.6)"
0,8,398.4,83.17,0.0,0.0,1,-1,-E15_0,2,-E30_0,E29_0,5.0,2.5,0,81.07,1,9.0,0,0,0.0,0.0,180.0,0,0,"(398.4, 7.2)","(398.4, 88.27)"
5,0,460.5512856362201,1.6,28.28,2.1206296276068315,0,-1,-E16_0,2,-E29_0,E28_0,5.0,2.5,0,81.07,2,8.0,2,1,4.9121259499574075,1.7895893495762716,270.0,1,0,"(407.2, 1.6)","(488.27, 1.6)"
5,1,480.4073534935759,1.6,7.11,1.1862403376726434,0,0,-E16_0,2,-E29_0,E28_0,5.0,2.5,1,81.07,2,8.0,2,1,4.9121259499574075,1.7895893495762716,270.0,1,0,"(407.2, 1.6)","(488.27, 1.6)"
5,8,398.4,50.287395577835845,32.22,1.3408255527028814,1,-1,-E15_0,2,-E30_0,E29_0,5.0,2.5,0,81.07,2,8.0,2,2,5.711788325857931,1.9773847374250177,180.0,1,1,"(398.4, 7.2)","(398.4, 88.27)"
5,9,398.4,78.4235283442121,7.78,0.7776938921306282,1,8,-E15_0,2,-E30_0,E29_0,5.0,2.5,1,81.07,2,8.0,2,2,5.711788325857931,1.9773847374250177,180.0,1,1,"(398.4, 7.2)","(398.4, 88.27)"
5,Veh052fa145-910d-4d90-9a55-263148dc31b0,229.491422529798,-1.6,24.16,1.6254563231486836,0,-1,E7_0,2,-E18_0,-E22_0,4.7,1.3,0,185.6,2,28.0,1,1,8.270242345286533,1.7272898393450298,90.0,0,0,"(392.8, -1.6)","(207.2, -1.6)"
5,Veh1cbab766-1355-4bd4-bb93-296ad502acaa,198.4,-14.383358021708245,8.38,2.2697484373347834,1,Veh21952d33-4045-4776-a9a1-34ca62e85d6b,E8_0,3,-E10_0,-E22_0,4.7,1.3,1,185.6,2,28.0,2,1,5.057495903095696,2.0145439037703907,180.0,1,0,"(198.4, -192.8)","(198.4, -7.2)"
5,Veh3cdf042d-f77d-49ff-b7b6-eb9de51744a3,401.6,-81.19904898949946,7.86,2.0983787279808896,1,Veh7e969834-163f-4f38-9879-b6e4fdfc62a1,-E17_0,2,-E28_0,E27_0,4.7,1.3,1,81.07,2,11.0,2,1,5.695305804303297,2.118960262381006,0.0,1,0,"(401.6, -7.2)","(401.6, -88.27)"
5,Veh4603d211-0269-4549-8682-2f738ad40c84,118.3197194640711,198.4,6.44,1.7897194640710952,0,Vehc5a07c5a-af69-4b11-b19f-79d37a63c309,-E12_0,1,-E33_0,E32_0,4.7,1.3,1,81.07,2,11.0,0,1,0.0,0.0,90.0,0,0,"(192.8, 198.4)","(111.73, 198.4)"
5,Veh56df4791-8e47-4c39-b5da-e451dcf81766,138.42794480341954,-201.6,31.86,2.4710567565867674,0,-1,-E21_0,3,-E220_0,E18_0,4.7,1.3,0,81.07,2,11.0,1,2,6.973116590897553,1.482783052581362,90.0,0,1,"(192.8, -201.6)","(111.73, -201.6)"
5,Veh5ad60f95-7bc3-449f-927e-7fbcf943bb78,370.16909469766546,1.6,27.42,1.9611212384188548,0,-1,-E14_0,0,-E15_0,-E16_0,4.7,1.3,0,185.6,2,28.0,2,2,5.556843523285352,1.0592597224167548,270.0,1,1,"(207.2, 1.6)","(392.8, 1.6)"
5,Veh7e969834-163f-4f38-9879-b6e4fdfc62a1,401.6,-62.580158379259515,30.73,2.3020283057354396,1,-1,-E17_0,2,-E28_0,E27_0,4.7,1.3,0,81.07,2,11.0,2,1,5.695305804303297,2.118960262381006,0.0,1,0,"(401.6, -7.2)","(401.6, -88.27)"
5,Veh8af87fc8-cf04-48f9-aa10-54017cb1fd0c,198.4,262.84907250015993,27.32,1.5302162752486765,1,-1,-E13_0,1,-E32_0,E31_0,4.7,1.3,0,81.07,2,11.0,2,0,5.749775448848959,2.4456269775284456,180.0,1,0,"(198.4, 207.2)","(198.4, 288.27)"
5,Veh8e80e552-8932-4fd7-a4ce-26311c2cda1f,-66.87526910354383,-1.6,24.68,1.860379113676026,0,-1,-E24_0,4,-E35_0,E34_0,4.7,1.3,0,81.07,1,12.0,1,2,8.227796835033224,2.527239952096717,90.0,0,1,"(-7.2, -1.6)","(-88.27, -1.6)"
5,Veha1fea65b-ac03-4d1f-ae07-5aeca9544862,1.6,-65.71477096318732,24.39,1.4170440264046196,1,-1,-E25_0,4,-E180_0,E35_0,4.7,1.3,0,81.07,1,12.0,1,2,8.632488870783709,2.4261110019171603,0.0,0,1,"(1.6, -7.2)","(1.6, -88.27)"
5,Veha48bd23e-d457-4b44-91bd-539a0aa159cd,120.2096195446235,-201.6,11.14,2.5076346602058037,0,Veh56df4791-8e47-4c39-b5da-e451dcf81766,-E21_0,3,-E220_0,E18_0,4.7,1.3,1,81.07,2,11.0,1,2,6.973116590897553,1.482783052581362,90.0,0,1,"(192.8, -201.6)","(111.73, -201.6)"
5,Veha76bb217-54b7-40d9-ba0c-93dc28c8523c,164.1890255588107,1.6,33.58,2.1541125595569603,0,-1,E9_0,4,-E10_0,-E14_0,4.7,1.3,0,185.6,1,29.0,2,2,5.057495903095696,2.0145439037703907,270.0,1,1,"(7.2, 1.6)","(192.8, 1.6)"
5,Veha9b6ccaf-d35f-4209-bb7c-ad22f2561261,213.94535751694346,-1.6,7.0,1.9453575169434771,0,Veh052fa145-910d-4d90-9a55-263148dc31b0,E7_0,2,-E18_0,-E22_0,4.7,1.3,1,185.6,2,28.0,1,1,8.270242345286533,1.7272898393450298,90.0,0,0,"(392.8, -1.6)","(207.2, -1.6)"
5,Vehb67df955-406b-4ef6-bd7d-dfdf4f9834f4,201.6,-167.1731306278147,29.77,1.7272898393450298,1,-1,-E18_0,0,-E19_0,-E20_0,4.7,1.3,0,185.6,1,29.0,1,1,8.710720649152064,2.517968519101851,0.0,0,0,"(201.6, -7.2)","(201.6, -192.8)"
5,Vehc2bebcf8-621e-4eda-a124-97c06098d67d,201.6,-262.6931383767677,31.36,2.517968519101851,1,-1,-E19_0,3,-E26_0,E22_0,4.7,1.3,0,81.07,1,12.0,2,0,4.619930118857883,1.9347471482120457,0.0,1,0,"(201.6, -207.2)","(201.6, -288.27)"
5,Vehc3bf2ee1-0c49-42f0-8637-aabeb0bb1227,198.4,185.76129745924845,8.06,2.2387025407515466,1,Vehe0cfdd0c-6c21-4b65-ba1d-0d3d079ed4a7,-E10_0,0,-E12_0,-E13_0,4.7,1.3,1,185.6,2,28.0,2,2,4.748811040946748,1.9236202392377892,180.0,1,1,"(198.4, 7.2)","(198.4, 192.8)"
5,Vehc55ffabd-a015-4517-8615-7ea760a8f56e,198.4,280.7972094930838,7.27,1.3652895774925131,1,Veh8af87fc8-cf04-48f9-aa10-54017cb1fd0c,-E13_0,1,-E32_0,E31_0,4.7,1.3,1,81.07,2,11.0,2,0,5.749775448848959,2.4456269775284456,180.0,1,0,"(198.4, 207.2)","(198.4, 288.27)"
5,Vehc5a07c5a-af69-4b11-b19f-79d37a63c309,135.61220102442428,198.4,27.75,2.0575210144044833,0,-1,-E12_0,1,-E33_0,E32_0,4.7,1.3,0,81.07,2,11.0,0,1,0.0,0.0,90.0,0,0,"(192.8, 198.4)","(111.73, 198.4)"
5,Vehcd5e1d70-8107-4cd1-84a7-9c6df45d395f,260.5982890663948,-198.4,32.83,2.213352569891139,0,-1,-E20_0,3,-E27_0,E26_0,4.7,1.3,0,81.07,1,12.0,2,2,4.520028841872169,1.4231773627805524,270.0,1,1,"(207.2, -198.4)","(288.27, -198.4)"
5,Vehcf403845-7661-4efc-b451-ba2cde9ebf21,33.62150407831651,-1.6,30.31,2.38341457764618,0,-1,-E22_0,0,-E24_0,-E25_0,4.7,1.3,0,185.6,1,29.0,1,1,6.856714919209479,1.860379113676026,90.0,0,0,"(192.8, -1.6)","(7.2, -1.6)"
5,Vehe0cfdd0c-6c21-4b65-ba1d-0d3d079ed4a7,198.4,168.89998569844758,28.35,1.7903852667892348,1,-1,-E10_0,0,-E12_0,-E13_0,4.7,1.3,0,185.6,2,28.0,2,2,4.748811040946748,1.9236202392377892,180.0,1,1,"(198.4, 7.2)","(198.4, 192.8)"
5,Vehe407f02b-6667-491b-95c4-7fc1ad8b9c2b,386.1669412348187,1.6,6.6,1.8330587651813404,0,Veh5ad60f95-7bc3-449f-927e-7fbcf943bb78,-E14_0,0,-E15_0,-E16_0,4.7,1.3,1,185.6,2,28.0,2,2,5.556843523285352,1.0592597224167548,270.0,1,1,"(207.2, 1.6)","(392.8, 1.6)"
5,Vehef426df9-cb73-48ab-81cc-53d02c4678e0,267.08647465664427,201.6,23.68,1.513479127548636,0,-1,-E11_0,1,-E31_0,E30_0,4.7,1.3,0,81.07,1,12.0,0,1,0.0,0.0,270.0,0,0,"(207.2, 201.6)","(288.27, 201.6)"
10,0,419.2678140780746,1.6,28.78,-0.04491000178246907,0,Vehc9e3dc2d-dd96-40b3-b6ee-b42d99e06040,-E16_0,2,-E29_0,E28_0,5.0,2.5,0,81.07,3,7.0,4,1,6.82236685714102,1.2512104954686945,270.0,2,0,"(407.2, 1.6)","(488.27, 1.6)"
10,1,450.15648791259616,1.6,26.53,1.0315764938713983,0,0,-E16_0,2,-E29_0,E28_0,5.0,2.5,1,81.07,3,7.0,4,1,6.82236685714102,1.2512104954686945,270.0,2,0,"(407.2, 1.6)","(488.27, 1.6)"
10,2,476.53655018152665,1.6,17.52,3.1770722885848954,0,1,-E16_0,2,-E29_0,E28_0,5.0,2.5,2,81.07,3,7.0,4,1,6.82236685714102,1.2512104954686945,270.0,2,0,"(407.2, 1.6)","(488.27, 1.6)"
10,8,398.4,12.24649569889884,23.31,0.18551087494306095,1,Veh2f6a66d1-aae3-4f9f-a382-d18f937f41f8,-E15_0,2,-E30_0,E29_0,5.0,2.5,0,81.07,4,7.0,4,4,8.795679870807037,1.148591756388809,180.0,2,2,"(398.4, 7.2)","(398.4, 88.27)"
10,9,398.4,47.8018904988002,34.84,2.072149538085796,1,8,-E15_0,2,-E30_0,E29_0,5.0,2.5,1,81.07,4,7.0,4,4,8.795679870807037,1.148591756388809,180.0,2,2,"(398.4, 7.2)","(398.4, 88.27)"
10,Veh044c62db-9560-496b-99f0-7dd036d90b9c,-76.47698486343026,-1.6,16.35,2.0876062893308704,0,Veh8e80e552-8932-4fd7-a4ce-26311c2cda1f,-E24_0,4,-E35_0,E34_0,4.7,1.3,1,81.07,3,10.0,3,3,6.265726711995801,0.46065723569287603,90.0,1,1,"(-7.2, -1.6)","(-88.27, -1.6)"
10,Veh04ca6774-be4e-4fd6-95a9-a5b1475e3487,198.4,277.0415833412949,14.65,1.7109480160288517,1,Vehc55ffabd-a015-4517-8615-7ea760a8f56e,-E13_0,1,-E32_0,E31_0,4.7,1.3,2,81.07,4,9.0,3,2,11.025644637814286,1.1171093357571709,180.0,1,1,"(198.4, 207.2)","(198.4, 288.27)"
10,Veh052fa145-910d-4d90-9a55-263148dc31b0,287.7870661127785,-1.6,49.43,0.6797135759145014,0,-1,E7_0,2,-E18_0,-E22_0,4.7,1.3,0,185.6,3,27.0,1,2,12.616127635498085,0.36059346953407,90.0,0,1,"(392.8, -1.6)","(207.2, -1.6)"
10,Veh1639284d-eee1-4985-b16a-b013f8bbb04b,181.80966044042725,1.6,14.56,1.899235130730085,0,Veha76bb217-54b7-40d9-ba0c-93dc28c8523c,E9_0,4,-E10_0,-E14_0,4.7,1.3,1,185.6,3,27.0,3,3,10.28513793828399,1.2568293389786656,270.0,1,1,"(7.2, 1.6)","(192.8, 1.6)"
10,Veh17248a2e-51e5-4ba7-8354-2555afa9b1ab,198.4,-12.0,0.0,0.0,1,Vehed83596e-7722-4964-a28b-4a190dd601a0,E8_0,3,-E10_0,-E22_0,4.7,1.3,3,185.6,4,26.0,3,2,10.28513793828399,1.2568293389786656,180.0,1,1,"(198.4, -192.8)","(198.4, -7.2)"
10,Veh18bf2a3e-b190-4ebb-9da7-dbf36c97a2b3,139.19696483972484,-201.6,31.68,1.678070298046805,0,Veha48bd23e-d457-4b44-91bd-539a0aa159cd,-E21_0,3,-E220_0,E18_0,4.7,1.3,2,81.07,4,9.0,2,4,6.756011003851031,-0.05004119356162828,90.0,1,2,"(192.8, -201.6)","(111.73, -201.6)"
10,Veh1cbab766-1355-4bd4-bb93-296ad502acaa,198.4,-55.9679081806649,42.85,1.6940067752497274,1,Veh21952d33-4045-4776-a9a1-34ca62e85d6b,E8_0,3,-E10_0,-E22_0,4.7,1.3,1,185.6,4,26.0,3,2,10.28513793828399,1.2568293389786656,180.0,1,1,"(198.4, -192.8)","(198.4, -7.2)"
10,Veh287a2800-144e-49f9-9add-cdaa44e23932,276.5261038859654,201.6,16.96,2.4797368554864083,0,Vehef426df9-cb73-48ab-81cc-53d02c4678e0,-E11_0,1,-E31_0,E30_0,4.7,1.3,1,81.07,2,11.0,0,2,0.0,0.0,270.0,0,1,"(207.2, 201.6)","(288.27, 201.6)"
10,Veh2f6a66d1-aae3-4f9f-a382-d18f937f41f8,381.45382455976215,1.6,16.32,2.5216656395001342,0,Vehe407f02b-6667-491b-95c4-7fc1ad8b9c2b,-E14_0,0,-E15_0,-E16_0,4.7,1.3,2,185.6,3,27.0,4,3,6.2890960211190094,1.5653201162950596,270.0,2,1,"(207.2, 1.6)","(392.8, 1.6)"
10,Veh3cdf042d-f77d-49ff-b7b6-eb9de51744a3,401.6,-41.67793734731552,44.74,2.5555587829556305,1,Veh7e969834-163f-4f38-9879-b6e4fdfc62a1,-E17_0,2,-E28_0,E27_0,4.7,1.3,1,81.07,2,11.0,4,2,7.677944877975683,0.7066328611905472,0.0,2,1,"(401.6, -7.2)","(401.6, -88.27)"
10,Veh45950882-ddcc-44cc-8423-8182f61b2463,120.50829094426713,-201.6,11.66,2.4982739408966155,0,Veh18bf2a3e-b190-4ebb-9da7-dbf36c97a2b3,-E21_0,3,-E220_0,E18_0,4.7,1.3,3,81.07,4,9.0,2,4,6.756011003851031,-0.05004119356162828,90.0,1,2,"(192.8, -201.6)","(111.73, -201.6)"
10,Veh4603d211-0269-4549-8682-2f738ad40c84,157.35708535469138,198.4,44.21,2.084435319714247,0,Vehc5a07c5a-af69-4b11-b19f-79d37a63c309,-E12_0,1,-E33_0,E32_0,4.7,1.3,1,81.07,4,9.0,2,2,2.3122801977209746,1.05883737958502,90.0,1,1,"(192.8, 198.4)","(111.73, 198.4)"
10,Veh47f67b7e-590e-417b-a2f8-87a161835e0c,1.6,-77.61220554109197,13.18,1.464102703356184,1,Veha1fea65b-ac03-4d1f-ae07-5aeca9544862,-E25_0,4,-E180_0,E35_0,4.7,1.3,1,81.07,2,11.0,3,4,6.156540472300205,0.8077870954526585,0.0,1,2,"(1.6, -7.2)","(1.6, -88.27)"
10,Veh4b68d57b-a9bc-43f3-8007-96f476a82269,18.981128546455878,-1.6,17.09,2.512405205285177,0,Vehcf403845-7661-4efc-b451-ba2cde9ebf21,-E22_0,0,-E24_0,-E25_0,4.7,1.3,1,185.6,2,28.0,3,2,4.2222969835138775,-0.6552157212514423,90.0,1,1,"(192.8, -1.6)","(7.2, -1.6)"
10,Veh56df4791-8e47-4c39-b5da-e451dcf81766,190.15917172649014,-201.6,18.27,-4.5,0,Veh7937ec4f-7445-4f48-8247-30a564922217,-E21_0,3,-E220_0,E18_0,4.7,1.3,0,81.07,4,9.0,2,4,6.756011003851031,-0.05004119356162828,90.0,1,2,"(192.8, -201.6)","(111.73, -201.6)"
10,Veh581badfd-ec96-44bc-a352-900454739509,116.79476751440279,198.4,0.95,0.26476751440278157,0,Veh9eca2d2a-8b6b-433f-92d6-d66f17f17a0a,-E12_0,1,-E33_0,E32_0,4.7,1.3,3,81.07,4,9.0,2,2,2.3122801977209746,1.05883737958502,90.0,1,1,"(192.8, 198.4)","(111.73, 198.4)"
10,Veh5ad60f95-7bc3-449f-927e-7fbcf943bb78,303.91590300571966,1.6,53.5,0.13874675729312003,0,-1,-E14_0,0,-E15_0,-E16_0,4.7,1.3,0,185.6,3,27.0,4,3,6.2890960211190094,1.5653201162950596,270.0,2,1,"(207.2, 1.6)","(392.8, 1.6)"
10,Veh661b89c9-67a4-4436-a4db-36f193fdd429,198.4,283.46999999999997,0.0,0.0,1,Veh04ca6774-be4e-4fd6-95a9-a5b1475e3487,-E13_0,1,-E32_0,E31_0,4.7,1.3,3,81.07,4,9.0,3,2,11.025644637814286,1.1171093357571709,180.0,1,1,"(198.4, 207.2)","(198.4, 288.27)"
10,Veh7e312417-e99c-4fd2-86f8-ea9b707beec5,398.4,81.15836805622558,8.32,2.3116319437744095,1,Vehac98d02b-e36c-4ebd-9d34-7d004033d17f,-E15_0,2,-E30_0,E29_0,4.7,1.3,3,81.07,4,9.0,4,4,8.795679870807037,1.148591756388809,180.0,2,2,"(398.4, 7.2)","(398.4, 88.27)"
10,Veh7e969834-163f-4f38-9879-b6e4fdfc62a1,401.6,-8.02545780099463,30.82,-4.027422195011624,1,Veh9143ede0-489d-4154-bbde-f56c9187843d,-E17_0,2,-E28_0,E27_0,4.7,1.3,0,81.07,2,11.0,4,2,7.677944877975683,0.7066328611905472,0.0,2,1,"(401.6, -7.2)","(401.6, -88.27)"
10,Veh8af87fc8-cf04-48f9-aa10-54017cb1fd0c,198.4,208.15075912433676,35.33,-0.21146149130446545,1,Vehf380829d-1149-402d-9ee3-204cd85690c7,-E13_0,1,-E32_0,E31_0,4.7,1.3,0,81.07,4,9.0,3,2,11.025644637814286,1.1171093357571709,180.0,1,1,"(198.4, 207.2)","(198.4, 288.27)"
10,Veh8b271e43-215a-4be5-8d6d-6d212538dfc4,201.6,-275.9557625703327,18.15,2.5683847805019466,1,Vehc2bebcf8-621e-4eda-a124-97c06098d67d,-E19_0,3,-E26_0,E22_0,4.7,1.3,1,81.07,3,10.0,4,1,6.6630772587166085,0.8106880462029953,0.0,2,0,"(201.6, -207.2)","(201.6, -288.27)"
10,Veh8e80e552-8932-4fd7-a4ce-26311c2cda1f,-13.114282171491226,-1.6,29.26,-4.053253453085198,0,Veh4b68d57b-a9bc-43f3-8007-96f476a82269,-E24_0,4,-E35_0,E34_0,4.7,1.3,0,81.07,3,10.0,3,3,6.265726711995801,0.46065723569287603,90.0,1,1,"(-7.2, -1.6)","(-88.27, -1.6)"
10,Veh94e0956d-fbeb-48e4-a2b8-5ab323328fcd,201.6,-283.46999999999997,0.0,0.0,1,Veh8b271e43-215a-4be5-8d6d-6d212538dfc4,-E19_0,3,-E26_0,E22_0,4.7,1.3,2,81.07,3,10.0,4,1,6.6630772587166085,0.8106880462029953,0.0,2,0,"(201.6, -207.2)","(201.6, -288.27)"
10,Veh9eca2d2a-8b6b-433f-92d6-d66f17f17a0a,129.28559430194554,198.4,22.59,1.7366940334672103,0,Veh4603d211-0269-4549-8682-2f738ad40c84,-E12_0,1,-E33_0,E32_0,4.7,1.3,2,81.07,4,9.0,2,2,2.3122801977209746,1.05883737958502,90.0,1,1,"(192.8, 198.4)","(111.73, 198.4)"
10,Veha1fea65b-ac03-4d1f-ae07-5aeca9544862,1.6,-9.531906264557179,37.58,-0.7770425748483394,1,Veh4b68d57b-a9bc-43f3-8007-96f476a82269,-E25_0,4,-E180_0,E35_0,4.7,1.3,0,81.07,2,11.0,3,4,6.156540472300205,0.8077870954526585,0.0,1,2,"(1.6, -7.2)","(1.6, -88.27)"
10,Veha48bd23e-d457-4b44-91bd-539a0aa159cd,164.74627245684897,-201.6,38.47,0.17191308867186272,0,Veh56df4791-8e47-4c39-b5da-e451dcf81766,-E21_0,3,-E220_0,E18_0,4.7,1.3,1,81.07,4,9.0,2,4,6.756011003851031,-0.05004119356162828,90.0,1,2,"(192.8, -201.6)","(111.73, -201.6)"
10,Veha4b37c34-52d3-4785-b6e4-d05ef196e427,-1.6,78.62597671426367,12.4,2.044683168758638,1,-1,-E23_0,4,-E34_0,E33_0,4.7,1.3,0,81.07,1,12.0,2,3,8.416966629608654,1.5209252187632953,180.0,1,1,"(-1.6, 7.2)","(-1.6, 88.27)"
10,Veha76bb217-54b7-40d9-ba0c-93dc28c8523c,95.13540185084788,1.6,54.49,0.3565603457624089,0,-1,E9_0,4,-E10_0,-E14_0,4.7,1.3,0,185.6,3,27.0,3,3,10.28513793828399,1.2568293389786656,270.0,1,1,"(7.2, 1.6)","(192.8, 1.6)"
10,Veha9b6ccaf-d35f-4209-bb7c-ad22f2561261,252.23807772358413,-1.6,42.72,2.30267105998937,0,Veh052fa145-910d-4d90-9a55-263148dc31b0,E7_0,2,-E18_0,-E22_0,4.7,1.3,1,185.6,3,27.0,1,2,12.616127635498085,0.36059346953407,90.0,0,1,"(392.8, -1.6)","(207.2, -1.6)"
10,Vehac54df1f-d7cf-4d98-b0d4-b7f3b63d862b,-83.47,-1.6,0.0,0.0,0,Veh044c62db-9560-496b-99f0-7dd036d90b9c,-E24_0,4,-E35_0,E34_0,4.7,1.3,2,81.07,3,10.0,3,3,6.265726711995801,0.46065723569287603,90.0,1,1,"(-7.2, -1.6)","(-88.27, -1.6)"
10,Vehac98d02b-e36c-4ebd-9d34-7d004033d17f,398.4,66.57521341641369,24.09,1.6919881083769726,1,9,-E15_0,2,-E30_0,E29_0,4.7,1.3,2,81.07,4,9.0,4,4,8.795679870807037,1.148591756388809,180.0,2,2,"(398.4, 7.2)","(398.4, 88.27)"
10,Vehb67df955-406b-4ef6-bd7d-dfdf4f9834f4,201.6,-108.70833841451018,45.42,0.36059346953407,1,-1,-E18_0,0,-E19_0,-E20_0,4.7,1.3,0,185.6,1,29.0,3,2,3.930987349094328,-0.5245577679473369,0.0,1,1,"(201.6, -7.2)","(201.6, -192.8)"
10,Vehb849e396-9729-4775-bde6-a8fce04f43bf,201.6,17.834906085999684,13.83,1.8492381323594602,1,-1,E6_0,1,-E14_0,-E18_0,4.7,1.3,0,185.6,1,29.0,3,1,10.53169315687559,1.6388474142644556,0.0,1,0,"(201.6, 192.8)","(201.6, 7.2)"
10,Vehc2bebcf8-621e-4eda-a124-97c06098d67d,201.6,-208.20117657678202,24.31,-4.142058084343957,1,Veh7937ec4f-7445-4f48-8247-30a564922217,-E19_0,3,-E26_0,E22_0,4.7,1.3,0,81.07,3,10.0,4,1,6.6630772587166085,0.8106880462029953,0.0,2,0,"(201.6, -207.2)","(201.6, -288.27)"
10,Vehc3bf2ee1-0c49-42f0-8637-aabeb0bb1227,198.4,146.00646843542347,42.03,2.2917108696419746,1,Vehe0cfdd0c-6c21-4b65-ba1d-0d3d079ed4a7,-E10_0,0,-E12_0,-E13_0,4.7,1.3,1,185.6,3,27.0,4,4,6.610836636318387,-0.10352578310394026,180.0,2,2,"(198.4, 7.2)","(198.4, 192.8)"
10,Vehc55ffabd-a015-4517-8615-7ea760a8f56e,198.4,241.01160590105246,44.13,2.1544222822377126,1,Veh8af87fc8-cf04-48f9-aa10-54017cb1fd0c,-E13_0,1,-E32_0,E31_0,4.7,1.3,1,81.07,4,9.0,3,2,11.025644637814286,1.1171093357571709,180.0,1,1,"(198.4, 207.2)","(198.4, 288.27)"
10,Vehc5a07c5a-af69-4b11-b19f-79d37a63c309,188.6313444577071,198.4,27.45,-4.5,0,Vehdf9b6039-bdde-4998-886c-84b53771bc74,-E12_0,1,-E33_0,E32_0,4.7,1.3,0,81.07,4,9.0,2,2,2.3122801977209746,1.05883737958502,90.0,1,1,"(192.8, 198.4)","(111.73, 198.4)"
10,Vehcd5e1d70-8107-4cd1-84a7-9c6df45d395f,208.56884468849404,-198.4,17.47,-4.436663083231542,0,Veh54390d61-06ba-438e-a0e1-fc82af69dbde,-E20_0,3,-E27_0,E26_0,4.7,1.3,0,81.07,2,11.0,4,3,7.335044046375855,0.8591587152099233,270.0,2,1,"(207.2, -198.4)","(288.27, -198.4)"
10,Vehce4f9f02-4337-4e92-b1e4-e31d2b971cbf,277.48369102611207,-198.4,13.45,1.4843454916495826,0,Vehcd5e1d70-8107-4cd1-84a7-9c6df45d395f,-E20_0,3,-E27_0,E26_0,4.7,1.3,1,81.07,2,11.0,4,3,7.335044046375855,0.8591587152099233,270.0,2,1,"(207.2, -198.4)","(288.27, -198.4)"
10,Vehcf0d3cfe-f74f-455e-be84-927fb4db258c,188.0,1.6,0.0,0.0,0,Veh1639284d-eee1-4985-b16a-b013f8bbb04b,E9_0,4,-E10_0,-E14_0,4.7,1.3,2,185.6,3,27.0,3,3,10.28513793828399,1.2568293389786656,270.0,1,1,"(7.2, 1.6)","(192.8, 1.6)"
10,Vehcf403845-7661-4efc-b451-ba2cde9ebf21,92.76448074474682,-1.6,46.31,0.6427093949634575,0,-1,-E22_0,0,-E24_0,-E25_0,4.7,1.3,0,185.6,2,28.0,3,2,4.2222969835138775,-0.6552157212514423,90.0,1,1,"(192.8, -1.6)","(7.2, -1.6)"
10,Vehdf7b0aa5-3f9d-4a63-abea-79460eccd8f6,225.2700557387434,-1.6,23.77,2.393542623030953,0,Veha9b6ccaf-d35f-4209-bb7c-ad22f2561261,E7_0,2,-E18_0,-E22_0,4.7,1.3,2,185.6,3,27.0,1,2,12.616127635498085,0.36059346953407,90.0,0,1,"(392.8, -1.6)","(207.2, -1.6)"
10,Vehdf9b6039-bdde-4998-886c-84b53771bc74,198.4,181.73131177951583,14.11,1.568963820626959,1,Vehc3bf2ee1-0c49-42f0-8637-aabeb0bb1227,-E10_0,0,-E12_0,-E13_0,4.7,1.3,2,185.6,3,27.0,4,4,6.610836636318387,-0.10352578310394026,180.0,2,2,"(198.4, 7.2)","(198.4, 192.8)"
10,Vehe0cfdd0c-6c21-4b65-ba1d-0d3d079ed4a7,198.4,101.32138327705403,54.95,-0.09018667333293706,1,-1,-E10_0,0,-E12_0,-E13_0,4.7,1.3,0,185.6,3,27.0,4,4,6.610836636318387,-0.10352578310394026,180.0,2,2,"(198.4, 7.2)","(198.4, 192.8)"
10,Vehe407f02b-6667-491b-95c4-7fc1ad8b9c2b,347.24768728772176,1.6,43.92,2.2561298460001122,0,Veh5ad60f95-7bc3-449f-927e-7fbcf943bb78,-E14_0,0,-E15_0,-E16_0,4.7,1.3,1,185.6,3,27.0,4,3,6.2890960211190094,1.5653201162950596,270.0,2,1,"(207.2, 1.6)","(392.8, 1.6)"
10,Vehef426df9-cb73-48ab-81cc-53d02c4678e0,214.0989624619431,201.6,30.58,-4.5,0,Vehf380829d-1149-402d-9ee3-204cd85690c7,-E11_0,1,-E31_0,E30_0,4.7,1.3,0,81.07,2,11.0,0,2,0.0,0.0,270.0,0,1,"(207.2, 201.6)","(288.27, 201.6)"
15,0,408.201,1.6,0.0,0.0,0,Veh3cdf042d-f77d-49ff-b7b6-eb9de51744a3,-E16_0,2,-E29_0,E28_0,5.0,2.5,0,81.07,5,5.0,4,1,9.340480702345591,0.7426121629314327,270.0,2,0,"(407.2, 1.6)","(488.27, 1.6)"
15,1,418.0561665399425,1.6,15.06,-1.6362852781778212,0,0,-E16_0,2,-E29_0,E28_0,5.0,2.5,1,81.07,5,5.0,4,1,9.340480702345591,0.7426121629314327,270.0,2,0,"(407.2, 1.6)","(488.27, 1.6)"
